,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
56,Fri Jun 18 18:00:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl",0.0,0.5,en,48.0,17.0,iamtrinidaddy,1318,626,,"[{'text': 'COVID19', 'indices': [74, 82]}]",,🇹🇹 x 🇺🇸
57,Fri Jun 18 18:00:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Join us in Al Balagh 2nd International Conference on Fiqh of Medicine &amp; learn about the Islamic Approach to COVID19 Vaccines &amp; Pharmaceutical Industry with leading subject experts.

🗓️ 19th &amp; 20th June 2021
⏳Register now https://t.co/T7bL2El0NP 

 @DrRafaqatRashid @Maraviaus https://t.co/0MMkDVuFev",-0.04166666666666666,0.08333333333333333,en,3.0,3.0,ambuhari,7179,5244,,[],,"Kaduna, Nigeria"
58,Fri Jun 18 18:00:18 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,0.0,0.0,en,,,COVIDVxProject,312,401,,,"[{'screen_name': 'aarc_tweets', 'name': 'American Association for Respiratory Care', 'id': 17447528, 'id_str': '17447528', 'indices': [7, 19]}, {'screen_name': 'hcollaborative', 'name': 'The Health Collaborative', 'id': 179165504, 'id_str': '179165504', 'indices': [21, 36]}, {'screen_name': 'Looms4Lupus', 'name': 'Looms4Lupus', 'id': 1045553383430488065, 'id_str': '1045553383430488065', 'indices': [43, 55]}]","Washington, DC"
59,Fri Jun 18 18:00:31 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",0.5,0.5,en,404.0,168.0,StarColombo,2675,4924,,"[{'text': 'COVID19', 'indices': [49, 57]}]",,
60,Fri Jun 18 18:00:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.4555555555555556,en,210.0,97.0,tonyforde007,39,187,,[],,
61,Fri Jun 18 18:00:41 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,0.0,0.0,en,,,HamCoHealth,7520,838,False,,[],"Cincinnati, Ohio"
62,Fri Jun 18 18:00:41 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,0.0,0.0,en,,,CTA_gc,5106,282,False,,"[{'screen_name': 'CTA_gc', 'name': 'CTA.gc.ca', 'id': 204798498, 'id_str': '204798498', 'indices': [274, 281]}]",Canada
63,Fri Jun 18 18:00:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","That's great. But there are now *zero* appointments available within a 6 hour driving radius of Winnipeg for anyone who can only get Pfizer for shot 2. 

Save Pfizer for our kids. They don't have a choice between vaccines.

@KindrachukJason @SouradetS #mbpoli https://t.co/eqDGa4u1Gh",0.4000000000000001,0.7166666666666667,en,32.0,6.0,LauraMc61832350,20,37,,"[{'text': 'mbpoli', 'indices': [252, 259]}]",,
64,Fri Jun 18 18:01:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,108.0,64.0,enterpenuerlist,64,230,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,
65,Fri Jun 18 18:01:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl",0.0,0.5,en,48.0,18.0,trinimini05,640,198,,"[{'text': 'COVID19', 'indices': [74, 82]}]",,Trinidad&Tobago
66,Fri Jun 18 18:01:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","That's great. But there are now *zero* appointments available within a 6 hour driving radius of Winnipeg for anyone who can only get Pfizer for shot 2. 

Save Pfizer for our kids. They don't have a choice between vaccines.

@KindrachukJason @SouradetS #mbpoli https://t.co/eqDGa4u1Gh",0.4000000000000001,0.7166666666666667,en,33.0,7.0,BilasHeidi,165,302,,"[{'text': 'mbpoli', 'indices': [252, 259]}]",,Toronto ON
67,Fri Jun 18 18:01:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,1_Henriques,93,626,False,,[],
68,Fri Jun 18 18:01:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading disinfo means people won’t get vaccinated out of fear.

That will lead to more deaths.

America’s Frontline Doctors: not to be trusted.

https://t.co/Jy0KGpRqrs https://t.co/1yq1ER5FcQ",0.31666666666666665,0.6111111111111109,en,12.0,7.0,iche_me,13303,12983,,"[{'text': 'covid19', 'indices': [77, 85]}]",,"North Carolina, USA"
69,Fri Jun 18 18:01:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",13) Similar #DeltaVariant worries from a 🇨🇦 hospital— ➡️Outbreak even w/ 2 dose of mRNA vaccines—16 patients &amp; 6 HCWS #DeltaVariant positive. 6/16 patients &amp; 5/6 HCWs had received 2 doses of #COVID19 vaccine. A 2x vaccinated 80-year old also died. https://t.co/Y4GubHLMYF,0.10909090909090907,0.3818181818181817,en,167.0,68.0,ONESUKIJ,84,88,,"[{'text': 'DeltaVariant', 'indices': [12, 25]}, {'text': 'DeltaVariant', 'indices': [122, 135]}, {'text': 'COVID19', 'indices': [199, 207]}]",,"Zermatt, Switzerland"
70,Fri Jun 18 18:01:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AstraZeneca claims victory over EU in vaccine deliveries case, but will be fined for late supplies 

The EU has lost its case against the FTSE-listed pharma over the supply of Covid-19 vaccines -&gt; https://t.co/NIVR6FiCva
 #AstraZeneca #CovidVaccine #astrazenecavaccine #Covid19",-0.3,0.6,en,5.0,5.0,Alleninvest,2242,4999,,"[{'text': 'AstraZeneca', 'indices': [225, 237]}, {'text': 'CovidVaccine', 'indices': [238, 251]}, {'text': 'astrazenecavaccine', 'indices': [252, 271]}, {'text': 'Covid19', 'indices': [272, 280]}]",,London
71,Fri Jun 18 18:01:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,5.0,6.0,Wendyisenhart,367,2518,False,,,Bellingham
72,Fri Jun 18 18:01:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,-0.1625,0.2375,en,55.0,30.0,arnaldo45172700,2045,3216,,"[{'text': 'Cuban', 'indices': [53, 59]}, {'text': 'COVID19', 'indices': [60, 68]}, {'text': 'vaccines', 'indices': [69, 78]}]",,"La Habana, Cuba"
73,Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],
77,Fri Jun 18 18:02:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","As per reports, #Israel Prime Minister (#PM) #NaftaliBennett said that Israel will provide million #Covid19 #vaccine doses to #Palestine. An agreement was signed by the newly elected government for sending the vaccines. https://t.co/kYG0hoE2J6",0.13636363636363635,0.4545454545454545,en,5.0,1.0,rabiiik527,468,381,,"[{'text': 'Israel', 'indices': [16, 23]}, {'text': 'PM', 'indices': [40, 43]}, {'text': 'NaftaliBennett', 'indices': [45, 60]}, {'text': 'Covid19', 'indices': [99, 107]}, {'text': 'vaccine', 'indices': [108, 116]}, {'text': 'Palestine', 'indices': [126, 136]}]",,
78,Fri Jun 18 18:02:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,HealthZA,304613,1373,False,,,South Africa
79,Fri Jun 18 18:02:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl",0.0,0.5,en,49.0,19.0,MrGeepGeep,267,357,,"[{'text': 'COVID19', 'indices': [74, 82]}]",,Purgatory
80,Fri Jun 18 18:02:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

“We've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr",0.14444444444444446,0.2,en,264.0,239.0,carissa_moore,125,207,,[],,
81,Fri Jun 18 18:02:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,39.0,6.0,SandyHi2244,350,612,False,,,
82,Fri Jun 18 18:02:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,693.0,223.0,ReadingCEP,167,758,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",,"Fresno, CA"
83,Fri Jun 18 18:02:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians, making the covid19 crisis far worse, leading to more Palestinian deaths? #ThisisIsrael. https://t.co/WTPn9XMSvs",-0.125,0.725,en,9.0,11.0,cfx82073592,401,2200,,"[{'text': 'ThisisIsrael', 'indices': [211, 224]}]",,Time Lord
84,Fri Jun 18 18:02:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[Watch] How do vaccines work in our bodies, and how do they protect us? #COVID19 #VaccinateToSaveSouthAfrica https://t.co/oDTp5I6RWn https://t.co/lXXE9L38PE",0.0,0.0,en,6.0,6.0,herohatta,129,2220,,"[{'text': 'COVID19', 'indices': [72, 80]}, {'text': 'VaccinateToSaveSouthAfrica', 'indices': [81, 108]}]",,
85,Fri Jun 18 18:02:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,1.0,1.0,LeanneWilkinsSA,28,102,,,,
86,Fri Jun 18 18:02:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",0.14017857142857146,0.5526785714285715,en,179.0,36.0,ElXe_GaX7,252,235,,"[{'text': 'COVID19', 'indices': [38, 46]}]",,Canada 🇨🇦- Xenaverse - 
87,Fri Jun 18 18:02:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,joannachiu,48404,10696,False,,"[{'screen_name': 'TorontoStar', 'name': 'Toronto Star', 'id': 12848262, 'id_str': '12848262', 'indices': [236, 248]}]","Vancouver, British Columbia"
88,Fri Jun 18 18:02:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,MajDowney,38,93,False,,[],
89,Fri Jun 18 18:02:48 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,0.0,0.0,en,352.0,97.0,LoisRobb1,1151,1140,,,,"Calgary, Alberta Canada"
90,Fri Jun 18 18:02:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,myamphealth,371,193,False,,"[{'screen_name': 'IBDCedarsSinai', 'name': 'IBD at Cedars-Sinai', 'id': 862462963, 'id_str': '862462963', 'indices': [89, 104]}]","London, England"
91,Fri Jun 18 18:02:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,859.0,487.0,ohhDee__,621,723,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,"Miami, FL"
92,Fri Jun 18 18:02:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

“We've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr",0.14444444444444446,0.2,en,264.0,240.0,demikode99,118,420,,[],,
93,Fri Jun 18 18:02:57 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",0.13333333333333333,0.4555555555555556,en,219.0,98.0,FSzesnat,256,564,,[],,Suffolk
94,Fri Jun 18 18:03:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,694.0,224.0,Bonnie_bear4,64,406,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",,"Salt Lake City, UT"
95,Fri Jun 18 18:03:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Covid19 vaccines reach the remotest places of Jammu &amp; Kashmir's Gujjars, Bakarwals community. 

Healthcare staff, @BJP4India and @RSSorg karyakartas travel long distances in terrains to take forward the #VaccinationDrive. https://t.co/sFNNxzFSRv",-0.05,0.4,en,70.0,49.0,Anuradh19217430,559,772,,"[{'text': 'VaccinationDrive', 'indices': [207, 224]}]",,India
96,Fri Jun 18 18:03:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Healthcare systems nationwide are taking action to be more diverse, inclusive and #equitable - However!

Employee vaccination mandates of the #COVID19 #vaccines are literally #inequitable “healthcare” - clinical trials do not adequately represent #minorities or all #genders",0.18611111111111112,0.3111111111111111,en,0.0,1.0,ConservativeMo3,261,708,,"[{'text': 'Healthcare', 'indices': [0, 11]}, {'text': 'equitable', 'indices': [83, 93]}, {'text': 'COVID19', 'indices': [143, 151]}, {'text': 'vaccines', 'indices': [152, 161]}, {'text': 'inequitable', 'indices': [176, 188]}, {'text': 'minorities', 'indices': [248, 259]}, {'text': 'genders', 'indices': [267, 275]}]",,"Indianapolis, IN"
97,Fri Jun 18 18:03:25 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading disinfo means people won’t get vaccinated out of fear.

That will lead to more deaths.

America’s Frontline Doctors: not to be trusted.

https://t.co/Jy0KGpRqrs https://t.co/1yq1ER5FcQ",0.31666666666666665,0.6111111111111109,en,12.0,8.0,tizzywoman,42704,26651,,"[{'text': 'covid19', 'indices': [77, 85]}]",,Geeks Persist Headquarters 
